Packet Size,Duration,Flow Rate,Source Port,Destination Port,Protocol,Attack Type
896,3.7929066210530404,782.7177711400748,60065,55340,UDP,Normal
514,9.264567786473522,265.4608704472758,31140,6544,TCP,Normal
1122,7.216243910962021,177.84861121246308,16517,45302,UDP,Normal
550,0.48189834499691286,691.6488937637624,29062,37479,UDP,Normal
739,7.815363303032399,618.0898691197573,21471,50772,ICMP,Normal
1015,8.279580930887741,633.2263070508627,31455,21953,ICMP,Normal
229,7.505268745728371,228.97171538612895,18932,58852,TCP,Normal
997,7.995571772064237,232.7222740088247,30360,42629,ICMP,Normal
726,8.251501634,220.88054952266057,42016,15979,UDP,Normal
997,1.8648634628946528,173.83522040272825,56374,45073,ICMP,Normal
602,2.3576817689039324,655.7581001944002,5049,14941,TCP,Normal
1307,6.337951878638053,848.0310836608764,52742,5781,ICMP,Normal
871,9.078753438494697,724.3450379296936,52979,14069,ICMP,Normal
1194,3.162649626,792.1144243971671,62264,54560,TCP,Normal
686,5.883478451274772,404.8579492422913,21117,42704,TCP,Normal
60,6.830137652107908,654.1103877924609,7179,5757,UDP,Normal
880,4.520034064389094,354.30081682073006,47631,31978,ICMP,Normal
206,7.138110766098405,525.5520715064431,34511,32159,UDP,Normal
1337,8.996774785,481.68668305020884,48682,8105,ICMP,Normal
427,6.241391340274195,176.9694564,56692,42482,ICMP,Normal
640,5.398270838084416,387.14005245959726,21987,24525,UDP,Normal
355,4.3880080092080025,963.8258932548027,51148,22137,ICMP,Normal
53,5.775285222790352,248.65539968917057,53894,35465,ICMP,Normal
281,3.5542691557321406,133.89035590586076,57571,48110,ICMP,Normal
816,3.9154296199048177,418.6387635617729,65134,61435,TCP,Normal
1409,5.319042939402053,790.3587020865621,54578,25714,UDP,Normal
604,0.6671245047957789,582.1900149569943,21960,44963,TCP,Normal
937,2.291024883857039,681.0067297555207,52383,30369,UDP,Normal
1403,5.428950256823477,189.77587868985972,5450,60104,UDP,Normal
131,4.315849903,618.9862981884207,24327,47337,ICMP,Normal
1430,3.3288250433389304,323.56804487198264,46304,45595,UDP,Normal
995,7.305760818956206,834.3199356,28630,57354,TCP,Normal
1491,6.937482356425981,629.3358761301351,48856,27853,TCP,Normal
548,1.6681408691738382,198.93639214751838,29175,36086,TCP,Normal
815,8.786412524619008,64.71021817610173,14791,4654,UDP,Normal
74,4.954740840413253,42.728945966104035,12332,48885,TCP,Normal
245,7.414867650479316,371.47142679337577,45269,32894,UDP,Normal
1144,5.731935342,265.92455154064805,63546,50322,TCP,Normal
1451,9.976928466622509,646.1255144501619,59011,48245,TCP,Normal
1065,7.524278797268189,499.38390159512045,46695,45966,UDP,Normal
1061,7.070097631973348,266.0926760775802,25794,4477,TCP,Normal
1453,7.785940819,149.32285417238108,29596,38299,ICMP,Normal
605,1.4321367274991477,127.28704271118083,42472,55959,UDP,Normal
1169,2.046241387101463,864.6739261012036,3228,57927,UDP,Normal
742,7.140926758153919,243.55362060802673,28257,44394,UDP,Normal
441,4.940320889821496,651.7454768461772,22753,39420,ICMP,Normal
769,7.546598283309306,810.7048593934676,32155,9352,UDP,Normal
201,1.0300573914107058,614.1199030536176,53452,16558,TCP,Normal
241,5.365277033494464,859.5792751,34894,20768,TCP,Normal
1035,3.7888368340036003,392.45448215632166,39035,20413,TCP,Normal
309,4.5705451925975025,956.2265684298834,40406,37344,UDP,Normal
855,6.039974762853054,133.23168967767913,50091,50194,TCP,Normal
1334,5.023381186,102.23931470457234,59609,36034,UDP,Normal
495,5.399066510491255,658.7262769928228,42499,15689,TCP,Normal
1315,4.864088462474083,942.8368582991204,47705,64423,ICMP,Normal
1056,4.090142815677847,808.9025732901645,22631,56494,ICMP,Normal
335,7.7190479240018535,76.50921775210762,25992,38889,ICMP,Normal
759,0.12301852010812712,279.4397771633229,34422,9664,ICMP,Normal
377,5.984828569351066,930.3258529493398,12932,35740,UDP,Normal
918,5.655517964882416,253.13312695750446,27447,26545,TCP,Normal
1116,7.1620745682547895,781.1923067445406,44639,31073,ICMP,Normal
831,5.990694618408488,825.1496827,10195,6642,UDP,Normal
256,8.268161479262973,495.5025582506357,13745,38028,ICMP,Normal
803,9.590788870845714,386.41027495733067,61770,57077,ICMP,Normal
227,3.4259000475282555,450.1794199765177,62239,2944,UDP,Normal
419,2.2742824793168404,227.0419978959276,56859,44961,UDP,Normal
532,4.236545027342409,889.4019770372314,50453,5212,TCP,Normal
1104,2.8800082351407856,450.67459476408493,17640,13231,TCP,Normal
1220,6.149887681263392,882.4711945120542,43536,1262,ICMP,Normal
54,9.118612236020804,105.78291055828346,39482,33996,ICMP,Normal
104,1.3920228252364755,988.2764434730313,47193,11823,TCP,Normal
560,1.008845235555849,443.3287601348739,8683,6576,TCP,Normal
1407,2.5608993030047684,47.92603731206606,61638,29940,UDP,Normal
1192,7.261229765037946,38.11804605263117,44393,5951,TCP,Normal
687,5.930036089682957,746.2326367560904,12728,28988,TCP,Normal
1126,1.0230244295877706,659.0696306502604,33817,12188,ICMP,Normal
1202,9.187586472085204,802.1503450717747,49176,38182,TCP,Normal
632,7.901056286603744,105.45699719941067,47497,20095,ICMP,Normal
431,0.2312030252715875,35.667309948844796,32250,55127,TCP,Normal
458,6.514020742671474,508.6284315186337,24876,49433,UDP,Normal
328,7.712695438528861,387.6564719596213,33106,7184,TCP,Normal
418,3.7449792618344997,462.00074197728867,23818,62534,TCP,Normal
270,0.6901464721328207,991.58925,42444,55564,TCP,Normal
1057,0.7741333338223838,970.7528826749032,53940,59716,ICMP,Normal
80,1.0433654135520432,942.3211581342255,56775,62768,UDP,Normal
1091,8.404555880172248,783.8642924999971,61799,16834,TCP,Normal
174,9.106951296358876,354.9058761208647,14403,6150,ICMP,Normal
240,1.2289850076754922,412.18971716974534,55278,31033,UDP,Normal
819,2.359824439916217,549.6610821145526,8030,34608,ICMP,Normal
969,1.6560395831625303,830.5514029591994,53659,47206,ICMP,Normal
1096,1.8640224740617126,68.80596123501593,52170,26420,UDP,Normal
1111,8.375070399235918,424.3544561962996,9706,1216,TCP,Normal
542,3.3221319801367346,82.70940169292275,34864,51952,ICMP,Normal
446,3.1151311961923662,514.7061208148542,33454,37437,ICMP,Normal
844,2.274728813150249,898.9109339238348,24115,13840,TCP,Normal
138,6.0793360435487935,782.5066760714815,61541,40106,TCP,Normal
723,3.793677678157103,227.91963330135565,34007,58618,UDP,Normal
765,7.442752268781046,975.9932505138325,25013,51964,UDP,Normal
1000,2.0565925039479995,667.3836630066237,10939,33154,UDP,Normal
652,7.878111097256211,10.526656627463327,43576,41166,TCP,Normal
682,6.037611596,255.4879433,20014,65052,ICMP,Normal
1068,1.1435587332568218,260.78722858992455,25758,37492,ICMP,Normal
1281,4.145631337452074,69.34738085523134,15848,31722,UDP,Normal
542,8.635317887988956,959.8305354241214,54957,11679,TCP,Normal
806,9.229679358,478.30746904646617,37105,48921,ICMP,Normal
437,4.657535523065814,895.8250159121447,12057,31099,UDP,Normal
910,4.808888943912647,322.2832818942839,43760,10383,ICMP,Normal
834,9.184628794668072,125.32104707578384,17265,64536,ICMP,Normal
432,5.871095173141536,474.38867629522326,60420,37685,TCP,Normal
246,0.329433856,114.04523905084572,57939,40603,TCP,Normal
1078,9.127581879328408,486.06690142724216,6963,43080,ICMP,Normal
931,2.4830162011287618,920.3051515012858,48488,52855,UDP,Normal
903,5.776741908961381,520.8160650200293,48586,60215,TCP,Normal
782,1.6559676609623102,616.5380769,36087,54080,ICMP,Normal
1304,0.3397577233057033,156.7227731301109,55861,57436,TCP,Normal
603,3.1154202381564415,43.83125231738149,35488,34296,TCP,Normal
1060,7.805176579753331,110.89688138358905,12209,43605,TCP,Normal
135,2.776594139121552,598.5717225267972,28069,15695,ICMP,Normal
524,2.2017520435968896,95.10219782240543,52122,28072,UDP,Normal
1470,2.1275951626279217,376.0552906523173,45793,11762,UDP,Normal
270,5.152221650385719,550.1369312641102,48142,26987,UDP,Normal
788,9.755437616,388.7139333499841,20191,44978,TCP,Normal
1234,4.590430891182114,163.76743308515495,37436,7797,ICMP,Normal
580,5.573496383531589,273.86392838335513,22649,37608,TCP,Normal
1099,8.606459546889448,928.3247010952921,40212,30918,UDP,Normal
564,5.351162119617653,676.0146773587968,64045,1741,UDP,Normal
1223,1.845444251317142,496.0982338960186,28100,12700,ICMP,Normal
1306,2.996659521753004,12.813618497894828,57733,5458,TCP,Normal
1149,3.100059325759841,992.4161589494213,45629,50834,UDP,Normal
617,3.9737838364605214,671.4877894011538,20053,38849,ICMP,Normal
721,4.2684622644621575,316.99078509721045,23997,54184,TCP,Normal
596,7.998020439,879.2807331318385,40145,30124,TCP,Normal
1052,3.494520603494281,258.50577712978895,32457,6018,UDP,Normal
685,4.682850052585352,544.0621775248334,44333,5258,UDP,Normal
835,6.250134894523472,636.1071566534521,2956,4788,TCP,Normal
1091,3.777881748454253,221.14126511658307,45278,44973,TCP,Normal
1403,8.365811568110036,978.3994390727158,2781,38429,UDP,Normal
1394,5.874948589,748.2170867883997,31746,35896,TCP,Normal
1411,2.9411527475304946,557.8574441885188,38877,43239,UDP,Normal
1294,7.140877938698493,180.67653871548333,39429,24209,TCP,Normal
229,5.276949653717714,53.95282117732632,2140,44466,UDP,Normal
1288,5.345024456681212,320.1278265377314,44551,58751,ICMP,Normal
1448,4.811398395927473,753.2120171798115,12715,52783,UDP,Normal
1440,4.970622476263669,269.4043651721949,1516,42177,UDP,Normal
1346,7.653797454381341,539.6022648734556,28906,13023,ICMP,Normal
672,1.0307118118338239,727.9743820130701,9835,37511,TCP,Normal
667,3.3442937502935113,108.0329202749997,28832,3605,ICMP,Normal
1012,0.7559581346750884,685.3294863142618,25296,52741,UDP,Normal
1322,7.532708961253761,91.96170062127369,29423,3787,TCP,Normal
1422,2.7237462453482744,965.1332291527839,7498,28398,ICMP,Normal
749,8.974406667779023,488.44529065193313,27980,56504,TCP,Normal
1474,5.266258088126279,150.7610400991064,48177,39783,TCP,Normal
688,8.007696965089725,342.44939766994315,43530,11555,ICMP,Normal
357,9.789335424723996,413.47510765033195,55134,53582,TCP,Normal
1288,8.398048806,758.2091925754297,15003,26331,ICMP,Normal
1297,8.670070606355223,743.4494436980017,45547,31859,UDP,Normal
723,4.080436969153083,611.9793112867973,43589,12088,TCP,Normal
703,5.517674229998139,106.0201194872371,29352,12336,UDP,Normal
1437,2.5396317518689995,151.6542146505148,48399,38572,UDP,Normal
1296,1.9619348838348347,93.84754495349206,13891,37969,TCP,Normal
1176,5.055573283181232,577.2150660092213,60258,48961,ICMP,Normal
481,5.950894748024506,877.1507276672528,26875,7500,TCP,Normal
603,3.3933731877160134,433.8571322035463,32303,52780,UDP,Normal
1331,5.694865734117241,160.93208914035043,52919,25589,UDP,Normal
1449,8.874717364652517,558.0865209164522,31551,3406,ICMP,Normal
1450,5.567659126248878,811.7710416440233,8890,50707,TCP,Normal
1176,7.208410150008756,741.7378903067787,16473,23487,UDP,Normal
991,8.053344358611692,881.4626345970539,11709,46300,UDP,Normal
1144,9.887299090772473,277.97430703914296,24568,34426,UDP,Normal
738,6.032370824,194.03447188104806,6475,27369,ICMP,DoS
152,8.068694639476897,879.8285042933445,22666,45788,UDP,DoS
41,9.626530536230192,657.5945567467453,42340,27970,UDP,DoS
681,9.444152846047157,310.9978371145534,64088,15186,TCP,DoS
259,1.4116774059283579,742.3738157674519,64785,50178,TCP,DoS
894,4.064516690426947,815.1368726419198,40978,47797,UDP,DoS
1288,3.2405766210068894,615.0167425170982,39894,9421,UDP,DoS
424,0.8701632244885429,687.9153214689271,32054,23359,TCP,DoS
1466,6.332774508334695,375.3223784522221,59237,46119,ICMP,DoS
1193,7.359310227346828,538.7417977763048,59253,15418,ICMP,DoS
1116,8.481432826573368,524.2067548090896,60369,65462,ICMP,DoS
769,1.2286461197374223,848.0629863516588,31897,28221,ICMP,DoS
1479,8.764564314677063,839.9799838841543,63877,63107,ICMP,DoS
286,6.429612710578919,832.6972013001085,59651,23034,ICMP,DoS
875,7.039757405249957,11.130511101039547,1643,25147,ICMP,DoS
242,9.106329411399498,749.5705299204413,34674,23411,ICMP,DoS
1247,6.247987949161468,758.7005224719937,26396,3914,TCP,DoS
162,3.359322705641201,678.4109849728563,4666,28793,ICMP,DoS
440,8.251248206895175,756.2890314256634,64636,44650,ICMP,DoS
806,3.631229063,841.9861745,29025,56415,ICMP,DoS
333,0.34324688009447074,470.3720221963755,35088,9050,UDP,DoS
319,8.306714411145933,502.1000084670983,30314,4330,TCP,DoS
923,3.4525762566678746,124.80158550569934,15146,34689,TCP,DoS
237,7.738571397490202,385.4373454590571,25844,10301,TCP,DoS
1021,3.6282161887647884,643.4008433937931,3919,43263,ICMP,DoS
791,8.610819131727242,780.4217361696598,56769,48688,ICMP,DoS
183,2.1958857402845062,217.28737678144142,51105,49032,UDP,DoS
648,9.745498105,137.90911686931946,6390,15707,TCP,DoS
1264,7.797807989105521,663.0757003000422,9735,1694,ICMP,DoS
1187,1.143265021278048,1.9796955365581506,20620,24699,TCP,DoS
226,5.658200423045639,178.4547470488991,19817,18913,UDP,DoS
1389,9.853687755105105,29.16847320591934,9223,56636,UDP,DoS
503,4.711183461485451,166.96842934308543,11741,45559,UDP,DoS
1412,1.8218892810770109,181.40114799751268,37215,14030,TCP,DoS
699,4.848298893136312,387.7348273909192,11235,55343,ICMP,DoS
803,5.125064101163335,402.3868919740873,46574,49560,ICMP,DoS
994,7.4171277553424275,874.2750443631768,64093,27555,UDP,DoS
442,6.988759685755884,510.1587015275753,24384,22663,ICMP,DoS
1409,4.026097885926209,723.4324251357251,57770,17657,UDP,DoS
186,2.181013051833371,104.22694418449541,22566,56633,TCP,DoS
1211,6.450896623525526,225.51621158814748,32336,35684,UDP,DoS
903,4.217617641598266,702.9731466345789,46266,4463,TCP,DoS
528,1.3236298350421785,52.898680072481234,37459,33196,UDP,DoS
968,9.00582244,486.64900247752877,29271,60221,ICMP,DoS
590,6.912527354238935,599.4090287663676,61169,36646,ICMP,DoS
377,6.832155380598369,602.1854294880758,23381,59871,UDP,DoS
911,8.226016175240828,23.03051798691523,56412,12601,ICMP,DoS
680,5.2970871248721565,322.17579342876263,42069,12787,ICMP,DoS
512,8.150729229596168,636.5270019840491,28715,21200,ICMP,DoS
190,4.981409444356547,149.0848361756285,13448,45410,TCP,DoS
1478,0.6726868237571852,695.4461067632204,19876,64996,ICMP,DoS
1361,4.053075632,745.9506162927931,23625,55506,TCP,DoS
302,4.975151474904926,981.9709935271006,53795,25279,UDP,DoS
183,7.202305613741326,209.92101065692376,19044,42027,ICMP,DoS
385,1.0666807225566148,825.1481545993486,9179,21020,ICMP,DoS
663,1.4010453680658295,520.3445472609621,4607,36410,ICMP,DoS
1056,2.637574343,373.5252499,16539,22086,UDP,DoS
920,2.665717435315451,122.46451964944542,37801,36955,TCP,DoS
41,7.322113600012165,735.5320559268888,20734,59656,TCP,DoS
936,2.5080558749554163,235.9340133837727,44202,36734,ICMP,DoS
1367,6.331347535511119,371.4848596728585,25556,58587,UDP,DoS
293,4.943244227532577,62.63597267,64215,35717,UDP,DoS
492,5.7333704874158276,801.3867791279371,19625,36764,UDP,DoS
1100,8.381231525,766.6118651192462,64251,12729,UDP,DoS
1223,4.0444106339886945,733.6424684593082,5991,44432,UDP,DoS
1054,7.709342859265641,299.5135661408375,19777,29071,TCP,DoS
48,4.220938559447323,173.56272625853063,21046,11990,TCP,DoS
1296,3.5393598942359334,637.5895091437827,44487,18398,TCP,DoS
1162,9.586313145954893,496.21676747480814,10159,12162,ICMP,DoS
855,1.8445248358689532,178.3346416579511,6746,51988,UDP,DoS
247,0.9042792688155011,685.9426799227588,28437,16959,ICMP,DoS
1194,7.710088269,991.1273191781215,28260,46937,UDP,DoS
443,0.6834288038355618,747.2448657832634,16538,59171,TCP,DoS
191,8.370952828039592,740.0123880469432,44920,1513,ICMP,DoS
93,4.372496770176078,950.3177216552987,38236,45540,TCP,DoS
1183,9.155221259241848,203.0160739381447,41410,23284,UDP,DoS
667,7.215607078357935,565.5934099249482,21355,27093,UDP,DoS
626,6.104436265412569,979.6487504,19084,53821,UDP,DoS
1483,9.493118664,165.37758155907753,2220,57257,TCP,DoS
1485,3.967097081147491,700.2819342485766,13321,20299,UDP,DoS
143,9.540915278,585.8515649573047,3811,60073,TCP,DoS
293,1.3508777729346482,586.5204442794881,24840,37308,ICMP,DoS
1290,4.838065664382196,697.7008604573232,59829,53516,UDP,DoS
1175,2.6998423126995568,929.6239611833967,41719,40202,UDP,DoS
549,5.398887946303026,782.6036816573528,20726,33845,UDP,DoS
138,1.6209767650379545,56.23048980586838,26266,52751,ICMP,DoS
192,8.415455073440123,852.7427470737236,56865,61959,UDP,DoS
953,8.464232085296258,225.61877579274002,63986,18023,TCP,DoS
917,9.552407890922066,376.97647331989833,3200,63546,TCP,DoS
377,1.547566736691479,461.7866403310209,21151,39736,UDP,DoS
861,6.233702176499003,480.9579101529944,42584,41196,UDP,DoS
1226,4.742898849694996,435.23688121543125,28252,34746,ICMP,DoS
996,3.444492936710288,937.3595588864429,54598,11649,ICMP,DoS
200,3.5160500711810543,706.0484057632582,21232,2653,ICMP,DoS
840,4.128522712516917,631.2075288921106,29506,11997,UDP,DoS
437,7.049550571339842,49.93704358016326,10195,7883,ICMP,DoS
1340,5.983262296623279,903.9229389273487,36243,42633,ICMP,DoS
855,4.597355446,909.3992529891954,34420,44331,TCP,DoS
1455,0.7602581702858513,780.2350421237593,43613,46474,ICMP,DoS
1198,0.7785756754454919,7.128500893237794,41570,37070,TCP,DoS
1258,0.024391567,57.37452305251559,4720,22863,TCP,DoS
440,9.677026182682658,225.3011798982629,61798,28240,ICMP,DoS
679,0.053532932,131.4362732040922,21082,53977,TCP,DoS
1096,1.031834366391435,398.8961461007591,21337,19969,UDP,DoS
727,3.1466509715372997,922.6307957819809,20173,61617,UDP,DoS
499,8.074495087915794,472.1132281535786,54545,7563,ICMP,DoS
994,9.621025758855412,13.501286169522393,46764,50546,UDP,DoS
509,7.900345574,282.81741500980417,42099,34649,TCP,DoS
1438,6.905911764223961,44.690448882124244,5980,5910,UDP,DoS
1085,5.213485373468281,36.38399385124081,11219,46737,ICMP,DoS
789,0.8679654134099739,275.7922811102427,18100,8509,ICMP,DoS
77,9.581749759,275.68477744507754,53338,32479,TCP,DoS
269,7.584165747,787.1478899413439,2129,47472,ICMP,DoS
1428,6.389854903957285,974.8371693158338,64835,17791,UDP,DoS
602,7.5905994195429605,371.2699731806093,53184,48189,ICMP,DoS
477,7.241309189402114,428.9439901731525,52337,29477,TCP,DoS
1346,6.372678566,844.8049573423929,64256,11768,ICMP,DoS
66,9.805787424999702,268.21220619350385,16441,38126,UDP,DoS
265,9.033734762547613,156.4661662230076,25753,54466,TCP,DoS
1340,6.467002526252517,853.1043144413101,47980,52901,UDP,DoS
837,6.932058939357791,46.59593638142149,31123,13250,TCP,DoS
323,0.5169064707804413,619.7374702553958,53875,28893,ICMP,DoS
918,6.699504728035842,562.0366481820602,33622,23612,TCP,DoS
999,0.4426102116632917,345.9858554569441,30985,14464,TCP,DoS
492,5.883049305942341,315.25800214524924,13626,32733,ICMP,DoS
1059,9.993535642158783,771.8805404090032,53962,48812,UDP,DoS
855,5.5585100077903595,86.51596830147022,10280,23519,ICMP,DoS
698,4.732627970695253,236.86063088045424,21608,38043,TCP,DoS
586,3.12923571,732.4754869649059,48004,45972,ICMP,DoS
1255,1.206105265285858,548.3657516680516,35705,49932,TCP,DoS
1112,7.310505690911358,128.07540971273303,26816,1946,ICMP,DoS
56,1.9267976788285186,882.1474007206319,22928,53091,ICMP,DoS
1235,1.1537049304515965,393.5085017789352,44385,28550,UDP,DoS
1283,4.2182048346453955,827.8855884846406,65527,8981,TCP,DoS
197,7.953623037753016,787.7342442261559,35564,64073,UDP,DoS
516,7.450900416654084,624.4630039270809,27560,53222,TCP,DoS
1109,0.5497712638501028,494.53168318196344,20188,49588,ICMP,DoS
1436,4.551981706676526,979.5528852977187,64067,59342,TCP,DoS
557,5.224823326135619,145.05057587257906,14020,35022,UDP,DoS
138,6.4458219596075965,725.1832119783597,57599,44419,UDP,DoS
1100,6.502023337081839,191.2715823946425,63114,25055,UDP,DoS
319,3.647607797323601,338.3292790218152,3895,11030,TCP,DoS
1412,5.607211262841138,308.76787349885797,47026,61302,UDP,DoS
536,4.811137776557021,947.0412841399491,50836,38725,UDP,DoS
341,8.850098566876287,967.3594421704964,23650,48087,UDP,DoS
220,5.303121061216367,183.09714269030368,61003,26963,ICMP,DoS
646,4.410880585319869,22.132956781474437,11545,50169,ICMP,DoS
1162,4.0454500113688265,720.0360388591469,62322,21348,TCP,DoS
739,5.724705166575224,418.0481348770973,44434,23891,TCP,DoS
1032,8.039965817029575,88.93136106305562,2156,1227,UDP,DoS
1179,5.384476502317495,683.7857301664849,34491,17568,ICMP,DoS
230,6.616890095630335,545.1510177078736,15558,16923,UDP,DoS
292,7.378819813298344,980.5187703189059,24878,30087,UDP,DoS
1020,5.202160931,227.4867549117928,44022,26368,ICMP,DoS
967,4.268743749491989,404.0374785389156,64838,4772,ICMP,DoS
1224,8.766777113246633,542.5915488150833,40089,40510,ICMP,DoS
1319,4.175643334194894,791.7208184545063,46631,52757,TCP,DoS
1386,4.619966562905301,548.8837728543867,8836,2117,TCP,DoS
167,9.903422792104429,612.9388708,62868,16252,UDP,DoS
57,0.003374998,226.22443688478174,5581,21908,TCP,DoS
605,1.8555436228576478,846.9340362,3203,26207,ICMP,DoS
609,3.8402549353073376,428.68768391577873,44822,17058,ICMP,DoS
1386,9.325966504343103,141.0455315590171,10089,6734,TCP,DoS
725,0.7012270277689628,664.2214957139669,9299,43524,UDP,DoS
665,0.095844851,216.16884413998898,51598,20283,UDP,DoS
1351,0.5277856759363087,97.65275399,48881,36983,TCP,DoS
893,0.8863455627255679,862.0007097134319,61043,52013,UDP,DoS
1001,0.37693013528940245,460.2162482619908,36972,34481,UDP,DoS
194,4.7983334872381915,749.3087843245069,21724,21167,UDP,DoS
529,5.807991315,290.65850105037447,62343,61317,ICMP,DoS
1449,2.717598023718972,786.9914379041745,40488,63704,ICMP,DoS
824,3.983475552,112.02473342882816,43375,3127,TCP,DoS
1167,0.917901652,356.0377764574732,28818,1389,ICMP,DoS
1456,3.3643682678203923,978.0640117917312,29807,47802,UDP,DoS
285,5.225669397153597,794.0103173963693,18022,45559,ICMP,DoS
1239,7.322985800039268,497.30620472165674,14893,17127,TCP,DoS
1102,0.034460274,339.8434938147289,61339,33534,ICMP,DoS
798,4.673640354609988,872.1484864524743,45549,25500,UDP,DoS
577,2.970731761672367,544.8932743086073,29176,13766,UDP,DoS
960,8.528365395097321,758.4491753673242,21978,13415,TCP,DoS
447,7.155817599027186,754.1322695481324,32579,37964,ICMP,DoS
564,5.891496236174478,18.043884000634982,64377,29925,ICMP,DoS
867,2.7733791913220394,126.34115741433419,17678,56209,ICMP,DoS
942,9.103480681473286,659.6634034581027,46050,33025,UDP,DoS
75,0.4519616715260115,161.70364930474284,36260,16647,TCP,DoS
724,1.0955665191924724,255.56779532113913,48000,3402,ICMP,DoS
59,3.9169097752630204,946.6432904041872,16066,51381,UDP,DoS
360,1.2452511354112665,560.2262401490744,26990,22396,UDP,DoS
551,9.56420056,750.7544340486472,49431,45823,UDP,DoS
439,7.980095232111691,558.0249407087616,45338,39461,ICMP,DoS
693,2.590567533366535,552.5583634212469,46119,36527,ICMP,DoS
1011,5.885953735503481,94.24249493468533,15294,31770,ICMP,DoS
510,9.823322820285735,343.7288262898422,31932,28947,ICMP,DoS
1206,8.842105582336897,282.5026555966431,16547,10891,ICMP,DoS
1155,6.008383665975539,390.7892927770519,63457,42282,ICMP,DoS
1417,9.037335947785529,798.3643538055059,48092,34748,ICMP,DoS
873,9.891859913223776,371.99547465007316,21015,65310,ICMP,DoS
766,7.433784876113348,451.7516495497595,11799,10330,ICMP,DoS
893,0.6507991084194574,397.4416523,13289,40415,UDP,DoS
90,4.016400784018449,93.49863117809807,20483,15932,ICMP,DoS
614,8.378419527,441.1280510349587,62274,28105,TCP,DDoS
1253,2.306461388854385,195.68971211721058,17697,51650,UDP,DDoS
1188,8.306594534988495,186.80462344346415,58296,38252,ICMP,DDoS
189,1.2042672815879243,94.12670082382292,28080,24410,TCP,DDoS
353,0.4704066261209823,356.7353070443506,7638,47778,ICMP,DDoS
609,3.8415220243010046,757.5061366009385,37044,46430,TCP,DDoS
1405,0.36828264232870966,276.51404641433777,8439,29326,TCP,DDoS
344,9.572745359570273,312.417867,24179,61839,TCP,DDoS
721,8.262230752243864,642.7103902066564,50454,56572,TCP,DDoS
877,8.007896101611621,195.92122850566017,44908,20236,UDP,DDoS
1117,6.298149452038535,896.9682346,17988,64368,UDP,DDoS
1042,2.1640239063424986,520.2385041992293,38750,36642,TCP,DDoS
483,5.183085406397246,447.65818002618494,58621,47091,ICMP,DDoS
652,5.973143450230981,557.8644099100085,38068,11722,TCP,DDoS
1032,5.250789977101822,166.11770998485383,58173,62138,UDP,DDoS
303,2.6030734461473215,613.5117913253124,38568,53140,ICMP,DDoS
1116,5.152963995222945,363.16442656034707,51000,5618,UDP,DDoS
1043,4.912372222345398,897.1966223305225,33276,26549,UDP,DDoS
44,9.963361422291436,168.93732125701837,4856,15306,ICMP,DDoS
1166,8.974464044313992,507.1003987550545,26299,50077,TCP,DDoS
1259,4.634344101407984,598.1528181060811,15925,15358,TCP,DDoS
813,6.229750891968252,33.48026342620258,39237,30203,TCP,DDoS
916,7.478968169318194,363.75675544366464,35172,63791,TCP,DDoS
1031,0.3496167371780153,732.6619711773627,62264,7668,ICMP,DDoS
